LIST OF FOREIGN GENOMIC SEGMENTS:
Start     End       Origin  HomeCluster  BAPSIndex  StrainName
302144    302996    3       2            68         4075_6_6
302997    304708    4       2            68         4075_6_6
306807    321002    7       2            68         4075_6_6
321003    329730    2       2            68         4075_6_6
362456    374890    2       2            68         4075_6_6
374891    385236    6       2            68         4075_6_6
385237    389676    2       2            68         4075_6_6
1831695   1839827   2       2            68         4075_6_6
2094282   2095338   2       2            68         4075_6_6
302144    302975    3       2            69         4075_6_7
302976    304748    4       2            69         4075_6_7
305565    320998    7       2            69         4075_6_7
320999    329730    2       2            69         4075_6_7
362456    374890    2       2            69         4075_6_7
374891    385420    6       2            69         4075_6_7
385421    389834    2       2            69         4075_6_7
1285398   1285848   3       2            69         4075_6_7
1831695   1839827   2       2            69         4075_6_7
2094282   2095338   2       2            69         4075_6_7
897010    897303    5       2            70         4075_6_8
1831695   1839827   2       2            70         4075_6_8
124523    124746    4       4            72         4075_8_3
478150    495793    4       4            72         4075_8_3
502073    509233    4       4            72         4075_8_3
663241    670791    4       4            72         4075_8_3
772791    828945    4       4            72         4075_8_3
1384191   1397722   4       4            72         4075_8_3
1487896   1488248   4       4            72         4075_8_3
1512889   1524351   7       4            72         4075_8_3
1524352   1527547   4       4            72         4075_8_3
1833401   1860751   4       4            72         4075_8_3
302144    302975    3       2            73         4075_8_6
302976    304748    4       2            73         4075_8_6
305565    320998    7       2            73         4075_8_6
320999    329730    2       2            73         4075_8_6
362456    375178    2       2            73         4075_8_6
375179    384999    6       2            73         4075_8_6
385000    389834    2       2            73         4075_8_6
1285398   1285848   3       2            73         4075_8_6
1831695   1839827   2       2            73         4075_8_6
2094282   2095338   2       2            73         4075_8_6
73612     84833     6       6            74         4075_8_7
280901    292651    6       6            74         4075_8_7
294135    295025    6       6            74         4075_8_7
295026    295539    7       6            74         4075_8_7
296185    299126    5       6            74         4075_8_7
299127    301923    6       6            74         4075_8_7
301924    303786    7       6            74         4075_8_7
303787    305736    5       6            74         4075_8_7
305737    322762    6       6            74         4075_8_7
322763    325141    7       6            74         4075_8_7
325142    327336    6       6            74         4075_8_7
336544    352289    6       6            74         4075_8_7
498356    504684    6       6            74         4075_8_7
732793    743946    6       6            74         4075_8_7
1177939   1198074   6       6            74         4075_8_7
1252495   1260542   6       6            74         4075_8_7
1278010   1279532   6       6            74         4075_8_7
1620398   1635806   6       6            74         4075_8_7
1639150   1640699   6       6            74         4075_8_7
1646799   1649540   6       6            74         4075_8_7
1853875   1860579   6       6            74         4075_8_7
2010162   2015407   6       6            74         4075_8_7
2104989   2106454   4       6            74         4075_8_7
2112785   2113573   6       6            74         4075_8_7
2133430   2134191   6       6            74         4075_8_7
76323     84833     6       6            75         4075_8_8
280901    285329    6       6            75         4075_8_8
295043    301986    6       6            75         4075_8_8
305680    327336    6       6            75         4075_8_8
498356    504684    6       6            75         4075_8_8
1177939   1198074   6       6            75         4075_8_8
1252495   1260542   6       6            75         4075_8_8
1278010   1279532   6       6            75         4075_8_8
1853875   1860579   6       6            75         4075_8_8
1988064   1995643   6       6            75         4075_8_8
2010162   2015407   6       6            75         4075_8_8
625839    631846    7       1            76         4232_3_10
641973    643195    7       1            76         4232_3_10
1001729   1005925   7       1            76         4232_3_10
1260204   1262567   7       1            76         4232_3_10
1274894   1276041   5       1            76         4232_3_10
1276042   1278166   7       1            76         4232_3_10
1278167   1279927   3       1            76         4232_3_10
1279928   1281505   2       1            76         4232_3_10
1627954   1638099   7       1            76         4232_3_10
1270799   1272747   3       1            77         4232_3_11
1571161   1571638   6       1            77         4232_3_11
1731943   1731985   2       1            77         4232_3_11
1733093   1733258   4       1            77         4232_3_11
1844773   1846117   3       1            77         4232_3_11
1865068   1865461   7       1            77         4232_3_11
1972070   1972871   5       1            77         4232_3_11
625839    631846    7       1            78         4232_3_12
641973    643195    7       1            78         4232_3_12
1001729   1005925   7       1            78         4232_3_12
1260204   1262567   7       1            78         4232_3_12
1274894   1276010   5       1            78         4232_3_12
1276011   1278166   7       1            78         4232_3_12
1278167   1279927   3       1            78         4232_3_12
1279928   1281505   2       1            78         4232_3_12
1627954   1638099   7       1            78         4232_3_12
260634    263521    6       1            79         4232_3_1
264127    264341    6       1            79         4232_3_1
264496    265333    2       1            79         4232_3_1
265798    267008    3       1            79         4232_3_1
267009    268635    7       1            79         4232_3_1
290943    291777    3       1            79         4232_3_1
291778    292734    7       1            79         4232_3_1
610403    612223    2       1            79         4232_3_1
764209    764705    6       1            79         4232_3_1
1606464   1612893   5       1            79         4232_3_1
1613220   1613438   5       1            79         4232_3_1
1613657   1616873   7       1            79         4232_3_1
1628681   1630742   2       1            79         4232_3_1
1865125   1865461   7       1            79         4232_3_1
1938510   1938806   3       1            79         4232_3_1
1954794   1957667   5       1            79         4232_3_1
1957981   1958666   5       1            79         4232_3_1
2030989   2039018   3       1            79         4232_3_1
2171121   2171329   4       1            79         4232_3_1
2219850   2221315   7       1            79         4232_3_1
124523    124746    4       4            80         4232_3_2
205998    209948    4       4            80         4232_3_2
214518    220294    4       4            80         4232_3_2
478150    495793    4       4            80         4232_3_2
502073    509233    4       4            80         4232_3_2
663241    670791    4       4            80         4232_3_2
772512    828945    4       4            80         4232_3_2
1173331   1173889   4       4            80         4232_3_2
1268372   1269905   4       4            80         4232_3_2
1274029   1275039   7       4            80         4232_3_2
1384191   1398309   4       4            80         4232_3_2
1833401   1860751   4       4            80         4232_3_2
749871    750254    7       1            81         4232_3_3
1207650   1213561   2       1            81         4232_3_3
1230754   1256496   4       1            81         4232_3_3
1256497   1260122   7       1            81         4232_3_3
1260123   1266457   5       1            81         4232_3_3
1269131   1270319   6       1            81         4232_3_3
1278167   1279358   3       1            81         4232_3_3
1284537   1288816   3       1            81         4232_3_3
749871    751466    7       1            82         4232_3_4
1207650   1213561   2       1            82         4232_3_4
1230754   1256564   4       1            82         4232_3_4
1256565   1258396   7       1            82         4232_3_4
1258397   1266457   5       1            82         4232_3_4
1269131   1270319   6       1            82         4232_3_4
1278167   1279358   3       1            82         4232_3_4
1284537   1288816   3       1            82         4232_3_4
206020    209921    4       4            83         4232_3_5
214518    220294    4       4            83         4232_3_5
478150    495793    4       4            83         4232_3_5
502160    509233    4       4            83         4232_3_5
663241    670791    4       4            83         4232_3_5
772512    828945    4       4            83         4232_3_5
1268372   1269905   4       4            83         4232_3_5
1274029   1275039   7       4            83         4232_3_5
1384191   1398309   4       4            83         4232_3_5
1833401   1860751   4       4            83         4232_3_5
154862    158230    7       1            84         4232_3_6
788360    789718    7       1            84         4232_3_6
1487955   1489865   2       1            84         4232_3_6
1514092   1519654   7       1            84         4232_3_6
1665625   1670611   7       1            84         4232_3_6
154862    158230    7       1            85         4232_3_7
788360    789718    7       1            85         4232_3_7
1487992   1489865   2       1            85         4232_3_7
1514092   1519654   7       1            85         4232_3_7
1665349   1670611   7       1            85         4232_3_7
1865125   1865461   7       1            85         4232_3_7
154751    158230    7       1            86         4232_3_8
788360    789718    7       1            86         4232_3_8
1487985   1489865   2       1            86         4232_3_8
1514092   1519654   7       1            86         4232_3_8
1665625   1670611   7       1            86         4232_3_8
1865125   1865461   7       1            86         4232_3_8
625839    631804    7       1            87         4232_3_9
641973    643195    7       1            87         4232_3_9
1001729   1005925   7       1            87         4232_3_9
1260204   1262567   7       1            87         4232_3_9
1274894   1276036   5       1            87         4232_3_9
1276037   1278166   7       1            87         4232_3_9
1278167   1279913   3       1            87         4232_3_9
1279914   1281505   2       1            87         4232_3_9
1628001   1638099   7       1            87         4232_3_9
271864    296184    7       1            88         4232_5_10
933288    938637    7       1            88         4232_5_10
1209221   1215163   7       1            88         4232_5_10
1231208   1266430   7       1            88         4232_5_10
1278231   1278623   7       1            88         4232_5_10
1278624   1279251   5       1            88         4232_5_10
1279664   1280209   7       1            88         4232_5_10
1284365   1288572   7       1            88         4232_5_10
1487896   1490430   4       1            88         4232_5_10
1513043   1518842   7       1            88         4232_5_10
1522722   1527110   4       1            88         4232_5_10
917844    918320    2       1            89         4232_5_11
920866    921025    2       1            89         4232_5_11
1278285   1279927   4       1            89         4232_5_11
1279928   1284880   2       1            89         4232_5_11
1488099   1488265   2       1            89         4232_5_11
1488481   1489865   6       1            89         4232_5_11
1513576   1519816   4       1            89         4232_5_11
1519817   1524164   2       1            89         4232_5_11
73542     76322     7       1            90         4232_5_12
465889    487231    7       1            90         4232_5_12
507158    509991    2       1            90         4232_5_12
510268    524734    7       1            90         4232_5_12
524735    528235    2       1            90         4232_5_12
532601    534593    7       1            90         4232_5_12
1279206   1279712   6       1            90         4232_5_12
1279713   1280045   4       1            90         4232_5_12
1470765   1474644   2       1            90         4232_5_12
1476815   1484473   7       1            90         4232_5_12
1484474   1490681   4       1            90         4232_5_12
1513576   1518842   7       1            90         4232_5_12
1522722   1526381   4       1            90         4232_5_12
1551299   1557403   7       1            90         4232_5_12
1567545   1569197   4       1            90         4232_5_12
1569198   1586101   7       1            90         4232_5_12
1587947   1593700   7       1            90         4232_5_12
1739949   1741123   3       1            90         4232_5_12
1786343   1789445   7       1            90         4232_5_12
1819607   1820875   7       1            90         4232_5_12
2161983   2169944   7       1            90         4232_5_12
2170468   2174969   2       1            90         4232_5_12
2174970   2179169   7       1            90         4232_5_12
2180582   2182168   2       1            90         4232_5_12
271864    296184    7       1            91         4232_5_1
933288    938637    7       1            91         4232_5_1
1209221   1214781   7       1            91         4232_5_1
1231278   1266430   7       1            91         4232_5_1
1278231   1279258   5       1            91         4232_5_1
1279664   1280209   7       1            91         4232_5_1
1284365   1288572   7       1            91         4232_5_1
1487896   1490681   4       1            91         4232_5_1
1513038   1518842   7       1            91         4232_5_1
1522722   1527110   4       1            91         4232_5_1
73542     76322     7       1            92         4232_5_2
465889    487231    7       1            92         4232_5_2
507158    509927    2       1            92         4232_5_2
510256    524493    7       1            92         4232_5_2
524494    528235    2       1            92         4232_5_2
532607    534593    7       1            92         4232_5_2
1279206   1279712   6       1            92         4232_5_2
1279713   1280045   4       1            92         4232_5_2
1470765   1474644   2       1            92         4232_5_2
1476815   1484473   7       1            92         4232_5_2
1484474   1490681   4       1            92         4232_5_2
1513576   1524351   7       1            92         4232_5_2
1524352   1526381   4       1            92         4232_5_2
1551299   1557403   7       1            92         4232_5_2
1567545   1569197   4       1            92         4232_5_2
1569198   1586101   7       1            92         4232_5_2
1587947   1593700   7       1            92         4232_5_2
1740359   1741123   3       1            92         4232_5_2
1786343   1789445   7       1            92         4232_5_2
1819607   1820875   7       1            92         4232_5_2
2161983   2169944   7       1            92         4232_5_2
2170333   2175328   2       1            92         4232_5_2
2175329   2179169   7       1            92         4232_5_2
2180582   2182168   2       1            92         4232_5_2
1248861   1250619   7       1            93         4232_5_3
1278167   1279581   3       1            93         4232_5_3
1279582   1279964   4       1            93         4232_5_3
1279965   1280209   2       1            93         4232_5_3
1282050   1283064   5       1            93         4232_5_3
499307    502870    3       1            94         4232_5_4
502871    503518    4       1            94         4232_5_4
503519    504513    3       1            94         4232_5_4
505908    506117    4       1            94         4232_5_4
506118    509736    2       1            94         4232_5_4
724487    726140    3       1            94         4232_5_4
789719    811721    7       1            94         4232_5_4
833294    841144    2       1            94         4232_5_4
842521    843082    2       1            94         4232_5_4
1877755   1878976   3       1            94         4232_5_4
271864    296184    7       1            95         4232_5_6
933288    938637    7       1            95         4232_5_6
1209221   1213561   7       1            95         4232_5_6
1231278   1266430   7       1            95         4232_5_6
1278231   1279258   5       1            95         4232_5_6
1279664   1280209   7       1            95         4232_5_6
1284365   1288572   7       1            95         4232_5_6
1487896   1490681   4       1            95         4232_5_6
1513043   1518842   7       1            95         4232_5_6
1522722   1527110   4       1            95         4232_5_6
917844    918320    2       1            96         4232_5_7
920866    921025    2       1            96         4232_5_7
1278285   1279927   4       1            96         4232_5_7
1279928   1284916   2       1            96         4232_5_7
1488555   1489597   6       1            96         4232_5_7
1515392   1516104   4       1            96         4232_5_7
271864    296184    7       1            97         4232_5_8
933288    938830    7       1            97         4232_5_8
1209338   1214781   7       1            97         4232_5_8
1231278   1266430   7       1            97         4232_5_8
1278231   1279258   5       1            97         4232_5_8
1279664   1280209   7       1            97         4232_5_8
1284365   1288572   7       1            97         4232_5_8
1488007   1490681   4       1            97         4232_5_8
1513022   1515214   3       1            97         4232_5_8
1522722   1527110   4       1            97         4232_5_8
917844    918320    2       1            98         4232_5_9
920866    921025    2       1            98         4232_5_9
1278285   1279944   4       1            98         4232_5_9
1279945   1284916   2       1            98         4232_5_9
897472    898595    5       2            99         4232_6_11
958289    962206    2       2            99         4232_6_11
1278285   1280165   2       2            99         4232_6_11
1831695   1839827   2       2            99         4232_6_11
1865175   1865872   2       2            99         4232_6_11
354632    355700    6       1            100        4232_6_1
1865068   1865461   7       1            100        4232_6_1
292933    293026    3       2            101        4232_6_2
611656    612057    7       2            101        4232_6_2
958289    963235    2       2            101        4232_6_2
1278285   1280148   2       2            101        4232_6_2
1831695   1839827   2       2            101        4232_6_2
958289    962206    2       2            102        4232_6_3
1206307   1206638   6       2            102        4232_6_3
1278285   1280165   2       2            102        4232_6_3
1732475   1733247   4       2            102        4232_6_3
1831695   1839827   2       2            102        4232_6_3
1865391   1865872   2       2            102        4232_6_3
958289    962206    2       2            103        4232_6_4
1278306   1280165   2       2            103        4232_6_4
1732428   1732600   4       2            103        4232_6_4
1831695   1839827   2       2            103        4232_6_4
1865391   1865872   2       2            103        4232_6_4
958289    962206    2       2            104        4232_6_5
991105    995308    2       2            104        4232_6_5
1278306   1280165   2       2            104        4232_6_5
1487911   1494155   3       2            104        4232_6_5
1509408   1516304   3       2            104        4232_6_5
1732773   1733247   4       2            104        4232_6_5
1831695   1839827   2       2            104        4232_6_5
1865175   1865872   2       2            104        4232_6_5
958289    962206    2       2            105        4232_6_6
1278306   1280165   2       2            105        4232_6_6
1831695   1839827   2       2            105        4232_6_6
1864998   1865809   2       2            105        4232_6_6
958289    962206    2       2            106        4232_6_8
1278306   1280165   2       2            106        4232_6_8
1487835   1494155   3       2            106        4232_6_8
1509408   1516304   3       2            106        4232_6_8
1831695   1839827   2       2            106        4232_6_8
1865175   1865872   2       2            106        4232_6_8
958289    962206    2       2            107        4232_6_9
1278306   1280148   2       2            107        4232_6_9
1831695   1839827   2       2            107        4232_6_9
1865391   1865523   2       2            107        4232_6_9
1731821   1732249   5       1            108        4232_7_2
1731725   1732249   5       1            110        4232_7_4
478150    495793    4       4            111        4232_7_5
502160    509233    4       4            111        4232_7_5
663241    670791    4       4            111        4232_7_5
772512    828945    4       4            111        4232_7_5
1384191   1398309   4       4            111        4232_7_5
1833401   1860751   4       4            111        4232_7_5
497923    499817    5       2            112        4232_7_6
499923    501821    6       2            112        4232_7_6
501822    512865    5       2            112        4232_7_6
528105    531400    7       2            112        4232_7_6
838171    839309    2       2            112        4232_7_6
839837    842122    2       2            112        4232_7_6
842678    870813    3       2            112        4232_7_6
871594    881223    3       2            112        4232_7_6
911914    913129    2       2            112        4232_7_6
1278285   1280768   2       2            112        4232_7_6
1393428   1397260   2       2            112        4232_7_6
1831695   1839827   2       2            112        4232_7_6
2163799   2176433   2       2            112        4232_7_6
37231     38371     5       1            113        4232_7_7
113487    118010    6       1            113        4232_7_7
1968908   1972069   4       1            113        4232_7_7
478150    495793    4       4            114        4232_7_8
502160    509233    4       4            114        4232_7_8
663241    670791    4       4            114        4232_7_8
772512    828945    4       4            114        4232_7_8
1384191   1397722   4       4            114        4232_7_8
1487887   1489865   4       4            114        4232_7_8
1513576   1524351   7       4            114        4232_7_8
1524352   1527110   4       4            114        4232_7_8
1833401   1860751   4       4            114        4232_7_8
116664    118997    4       1            115        4232_7_9
118998    121891    3       1            115        4232_7_9
122171    122849    4       1            115        4232_7_9
122850    123014    5       1            115        4232_7_9
123015    126538    3       1            115        4232_7_9
126566    127802    2       1            115        4232_7_9
127803    127861    5       1            115        4232_7_9
128131    128863    5       1            115        4232_7_9
128864    129399    2       1            115        4232_7_9
129400    130155    7       1            115        4232_7_9
131368    132670    7       1            115        4232_7_9
133411    136180    7       1            115        4232_7_9
136181    144748    3       1            115        4232_7_9
213018    218531    7       1            116        4232_8_10
746224    746949    7       1            116        4232_8_10
1278285   1280209   2       1            116        4232_8_10
1280210   1280410   4       1            116        4232_8_10
1722317   1722400   2       1            116        4232_8_10
1722230   1722253   2       1            117        4232_8_11
1733271   1733334   7       1            117        4232_8_11
293468    293717    4       1            118        4232_8_12
300425    304964    7       1            118        4232_8_12
304965    320151    6       1            118        4232_8_12
320152    325255    2       1            118        4232_8_12
325256    330289    7       1            118        4232_8_12
442377    454514    7       1            118        4232_8_12
1279295   1279679   7       1            118        4232_8_12
1487896   1488504   7       1            118        4232_8_12
1488505   1488852   3       1            118        4232_8_12
1488853   1490430   2       1            118        4232_8_12
1514863   1516104   2       1            118        4232_8_12
2000042   2001222   7       1            118        4232_8_12
2134428   2140710   7       1            118        4232_8_12
2172136   2172317   4       1            118        4232_8_12
205998    209921    4       4            119        4232_8_1
214518    220294    4       4            119        4232_8_1
478150    495793    4       4            119        4232_8_1
502160    509233    4       4            119        4232_8_1
663241    670791    4       4            119        4232_8_1
771809    828945    4       4            119        4232_8_1
1268372   1269905   4       4            119        4232_8_1
1274029   1275039   7       4            119        4232_8_1
1384191   1398309   4       4            119        4232_8_1
1833401   1860751   4       4            119        4232_8_1
292970    293717    7       1            120        4232_8_2
300425    304964    7       1            120        4232_8_2
304965    320221    6       1            120        4232_8_2
320222    325255    2       1            120        4232_8_2
325256    330289    7       1            120        4232_8_2
442377    454514    7       1            120        4232_8_2
1279295   1279679   7       1            120        4232_8_2
1487896   1488504   7       1            120        4232_8_2
1488505   1488814   3       1            120        4232_8_2
1488815   1492809   2       1            120        4232_8_2
1510389   1516104   2       1            120        4232_8_2
1724471   1724535   5       1            120        4232_8_2
2134428   2140710   7       1            120        4232_8_2
2171405   2172317   4       1            120        4232_8_2
477704    495793    4       4            121        4232_8_3
502160    509233    4       4            121        4232_8_3
663241    670791    4       4            121        4232_8_3
680289    681695    5       4            121        4232_8_3
772512    828945    4       4            121        4232_8_3
889295    890137    3       4            121        4232_8_3
1269692   1270319   6       4            121        4232_8_3
1278167   1279358   3       4            121        4232_8_3
1384191   1397722   4       4            121        4232_8_3
1833401   1860751   4       4            121        4232_8_3
1162897   1166948   2       1            122        4232_8_4
1283513   1284364   4       1            122        4232_8_4
1487721   1488738   7       1            122        4232_8_4
1488901   1490430   6       1            122        4232_8_4
1512889   1525914   6       1            122        4232_8_4
1978340   1978425   4       1            122        4232_8_4
1978458   1978764   4       1            122        4232_8_4
1988747   1994718   3       1            122        4232_8_4
1278306   1279927   3       1            123        4232_8_5
1732124   1732312   2       1            123        4232_8_5
118998    119711    3       1            124        4232_8_6
1072328   1075685   7       1            124        4232_8_6
2068725   2069438   5       1            124        4232_8_6
2086240   2087015   5       1            124        4232_8_6
2099967   2105345   7       1            124        4232_8_6
288096    289893    2       2            125        4232_8_7
303917    320015    2       2            125        4232_8_7
320016    324419    4       2            125        4232_8_7
325386    327105    6       2            125        4232_8_7
327106    328789    3       2            125        4232_8_7
328790    331669    7       2            125        4232_8_7
391702    392511    3       2            125        4232_8_7
958289    962206    2       2            125        4232_8_7
1279886   1280148   2       2            125        4232_8_7
1831695   1839827   2       2            125        4232_8_7
2171121   2171377   4       2            125        4232_8_7
411106    411402    4       1            126        4232_8_8
262702    266221    4       4            127        4232_8_9
266222    267877    5       4            127        4232_8_9
268856    280460    4       4            127        4232_8_9
296479    300546    6       4            127        4232_8_9
300547    303467    4       4            127        4232_8_9
303468    320015    2       4            127        4232_8_9
320016    328199    4       4            127        4232_8_9
478150    495793    4       4            127        4232_8_9
501076    509233    4       4            127        4232_8_9
663241    670791    4       4            127        4232_8_9
772512    828945    4       4            127        4232_8_9
1036761   1039523   4       4            127        4232_8_9
1384191   1397722   4       4            127        4232_8_9
1833401   1860751   4       4            127        4232_8_9
2171291   2172192   4       4            127        4232_8_9
76323     84833     6       6            128        4270_2_10
280901    285329    6       6            128        4270_2_10
295043    301986    6       6            128        4270_2_10
305680    327336    6       6            128        4270_2_10
498356    504684    6       6            128        4270_2_10
1177939   1198074   6       6            128        4270_2_10
1252495   1260542   6       6            128        4270_2_10
1278102   1279532   6       6            128        4270_2_10
1853875   1860579   6       6            128        4270_2_10
1988064   1995379   6       6            128        4270_2_10
2010162   2015407   6       6            128        4270_2_10
2171291   2172192   4       6            128        4270_2_10
76323     84833     6       6            129        4270_2_1
280901    285329    6       6            129        4270_2_1
295043    301986    6       6            129        4270_2_1
305680    327336    6       6            129        4270_2_1
437893    440693    2       6            129        4270_2_1
498356    504684    6       6            129        4270_2_1
1153983   1154248   5       6            129        4270_2_1
1177939   1198074   6       6            129        4270_2_1
1252495   1260542   6       6            129        4270_2_1
1278102   1279526   6       6            129        4270_2_1
1853875   1860579   6       6            129        4270_2_1
1988064   1995643   6       6            129        4270_2_1
2010162   2015407   6       6            129        4270_2_1
125172    125895    3       2            130        4270_2_3
125896    126809    7       2            130        4270_2_3
127223    127741    4       2            130        4270_2_3
127862    127947    2       2            130        4270_2_3
128489    130103    2       2            130        4270_2_3
131383    132465    7       2            130        4270_2_3
132466    133410    2       2            130        4270_2_3
290439    292553    4       2            130        4270_2_3
292878    295066    2       2            130        4270_2_3
295067    297544    4       2            130        4270_2_3
958289    962206    2       2            130        4270_2_3
1279886   1280148   2       2            130        4270_2_3
1732499   1733258   4       2            130        4270_2_3
1831695   1839827   2       2            130        4270_2_3
958289    962206    2       2            131        4270_2_5
1279886   1280148   2       2            131        4270_2_5
1732373   1732407   5       2            131        4270_2_5
1831695   1839827   2       2            131        4270_2_5
264742    266041    2       2            132        4270_2_6
294903    319918    2       2            132        4270_2_6
530338    534122    2       2            132        4270_2_6
958289    962206    2       2            132        4270_2_6
1279886   1280148   2       2            132        4270_2_6
1831695   1839827   2       2            132        4270_2_6
2076298   2076383   7       2            132        4270_2_6
73612     84833     6       6            133        4270_2_7
280901    292651    6       6            133        4270_2_7
294135    295042    6       6            133        4270_2_7
295043    295638    7       6            133        4270_2_7
296185    298988    5       6            133        4270_2_7
298989    301923    6       6            133        4270_2_7
301924    303786    7       6            133        4270_2_7
303787    305736    5       6            133        4270_2_7
305737    322762    6       6            133        4270_2_7
322763    325190    7       6            133        4270_2_7
325191    327336    6       6            133        4270_2_7
336544    352289    6       6            133        4270_2_7
498356    504684    6       6            133        4270_2_7
601309    604273    7       6            133        4270_2_7
732793    743946    6       6            133        4270_2_7
1165090   1166417   7       6            133        4270_2_7
1177939   1198074   6       6            133        4270_2_7
1252495   1260542   6       6            133        4270_2_7
1278102   1279526   6       6            133        4270_2_7
1533737   1535873   5       6            133        4270_2_7
1620398   1635806   6       6            133        4270_2_7
1639150   1640699   6       6            133        4270_2_7
1646799   1649540   6       6            133        4270_2_7
1853875   1860579   6       6            133        4270_2_7
2010162   2015407   6       6            133        4270_2_7
2104989   2107413   4       6            133        4270_2_7
2112785   2113573   6       6            133        4270_2_7
2133430   2134191   6       6            133        4270_2_7
76323     84833     6       6            134        4270_2_8
280901    285329    6       6            134        4270_2_8
295043    301986    6       6            134        4270_2_8
305680    327336    6       6            134        4270_2_8
498356    504684    6       6            134        4270_2_8
1177939   1191449   6       6            134        4270_2_8
1252495   1260542   6       6            134        4270_2_8
1278167   1279526   6       6            134        4270_2_8
1853875   1860579   6       6            134        4270_2_8
1988064   1995643   6       6            134        4270_2_8
2010162   2015407   6       6            134        4270_2_8
76323     84833     6       6            135        4270_2_9
124523    124746    4       6            135        4270_2_9
280901    285329    6       6            135        4270_2_9
295043    301986    6       6            135        4270_2_9
305680    327336    6       6            135        4270_2_9
411106    411402    4       6            135        4270_2_9
498356    504684    6       6            135        4270_2_9
1177939   1198074   6       6            135        4270_2_9
1252495   1260542   6       6            135        4270_2_9
1278167   1279526   6       6            135        4270_2_9
1853875   1860579   6       6            135        4270_2_9
1988064   1995643   6       6            135        4270_2_9
2010162   2015407   6       6            135        4270_2_9
1157114   1157703   3       1            136        4270_7_10
1251855   1253078   5       1            136        4270_7_10
1266487   1267284   6       1            136        4270_7_10
1644592   1646388   6       1            136        4270_7_10
1722161   1722176   3       1            136        4270_7_10
2182431   2182761   2       1            136        4270_7_10
478150    495793    4       4            137        4270_7_1
502160    509233    4       4            137        4270_7_1
663241    670791    4       4            137        4270_7_1
772512    828945    4       4            137        4270_7_1
1192465   1192715   2       4            137        4270_7_1
1384191   1397722   4       4            137        4270_7_1
1408197   1408393   7       4            137        4270_7_1
1729954   1730176   3       4            137        4270_7_1
1833401   1860751   4       4            137        4270_7_1
180685    181309    6       1            138        4270_7_2
181310    181658    5       1            138        4270_7_2
181659    181766    6       1            138        4270_7_2
181767    181788    5       1            138        4270_7_2
181789    184829    6       1            138        4270_7_2
193685    199832    3       1            138        4270_7_2
203125    204673    4       1            138        4270_7_2
1723430   1723904   2       1            138        4270_7_2
124523    124746    4       4            139        4270_7_3
205998    209921    4       4            139        4270_7_3
214518    220294    4       4            139        4270_7_3
343007    346194    4       4            139        4270_7_3
478150    495793    4       4            139        4270_7_3
502160    509233    4       4            139        4270_7_3
663241    670791    4       4            139        4270_7_3
772512    828945    4       4            139        4270_7_3
1173331   1173889   4       4            139        4270_7_3
1268372   1268809   3       4            139        4270_7_3
1274029   1275039   7       4            139        4270_7_3
1384191   1398309   4       4            139        4270_7_3
1833401   1860751   4       4            139        4270_7_3
1406814   1407511   2       1            140        4270_7_4
1732124   1732304   2       1            140        4270_7_4
125082    125171    4       1            141        4270_7_5
1568998   1569051   5       1            141        4270_7_5
121517    126809    3       3            142        4270_7_7
145240    146297    3       3            142        4270_7_7
165444    175719    3       3            142        4270_7_7
197171    200816    3       3            142        4270_7_7
277244    279270    3       3            142        4270_7_7
297291    298758    3       3            142        4270_7_7
298759    302026    2       3            142        4270_7_7
633496    640104    3       3            142        4270_7_7
1374489   1378498   3       3            142        4270_7_7
1594082   1602215   3       3            142        4270_7_7
1625459   1629681   3       3            142        4270_7_7
1722461   1722734   2       3            142        4270_7_7
1877223   1877754   3       3            142        4270_7_7
1939194   1940891   3       3            142        4270_7_7
2015259   2016357   3       3            142        4270_7_7
2148669   2175676   3       3            142        4270_7_7
150174    150454    5       1            143        4270_7_8
150583    154564    5       1            143        4270_7_8
154565    154750    6       1            143        4270_7_8
212964    214214    3       1            143        4270_7_8
214841    217631    3       1            143        4270_7_8
1274720   1274953   7       1            143        4270_7_8
1274954   1275842   5       1            143        4270_7_8
1278306   1279358   3       1            143        4270_7_8
1279582   1279823   7       1            143        4270_7_8
1731926   1732052   2       1            143        4270_7_8
1973250   1973997   6       1            143        4270_7_8
259897    260048    6       1            144        4270_7_9
1278306   1279927   3       1            144        4270_7_9
1732124   1732304   2       1            144        4270_7_9
82500     83596     4       2            145        4270_8_10
285738    288603    7       2            145        4270_8_10
288604    289970    5       2            145        4270_8_10
292321    292612    7       2            145        4270_8_10
292878    293157    2       2            145        4270_8_10
294142    294994    3       2            145        4270_8_10
294995    319918    2       2            145        4270_8_10
530338    534122    2       2            145        4270_8_10
958289    962206    2       2            145        4270_8_10
1279886   1280148   2       2            145        4270_8_10
1690552   1695079   6       2            145        4270_8_10
1831695   1839827   2       2            145        4270_8_10
1732019   1733206   2       1            146        4270_8_1
226252    235558    7       1            147        4270_8_2
236361    237549    2       1            147        4270_8_2
239278    239683    4       1            147        4270_8_2
240132    242817    4       1            147        4270_8_2
242818    245348    2       1            147        4270_8_2
246263    258194    2       1            147        4270_8_2
359415    365448    6       1            147        4270_8_2
957252    962047    7       1            147        4270_8_2
1115880   1118501   7       1            147        4270_8_2
1278306   1279927   3       1            147        4270_8_2
1309136   1311401   5       1            147        4270_8_2
1311402   1313401   3       1            147        4270_8_2
